epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,229.797,1.09886,0.85813,1.0031,0.79159,0.68324,0.74023,0.42348,1.60165,0.96223,1.31989,0.000448928,0.000448928,0.000448928
77,232.318,1.04895,0.81461,0.99046,0.89099,0.73912,0.80028,0.43547,1.56441,0.90624,1.30506,0.000445393,0.000445393,0.000445393
78,234.843,1.05086,0.80189,0.98287,0.79625,0.76351,0.81264,0.45802,1.56627,0.90836,1.30746,0.000441859,0.000441859,0.000441859
79,237.518,1.03766,0.80415,0.99048,0.71908,0.78364,0.79675,0.45419,1.57198,0.91887,1.29685,0.000438325,0.000438325,0.000438325
80,242.158,1.03683,0.79694,0.98808,0.71995,0.77904,0.79354,0.44862,1.61539,0.92149,1.3134,0.00043479,0.00043479,0.00043479
81,244.672,1.03303,0.79103,0.97118,0.79896,0.77819,0.81005,0.45263,1.5887,0.89832,1.28444,0.000431256,0.000431256,0.000431256
82,247.462,1.0503,0.78068,0.98941,0.84495,0.70114,0.75023,0.43916,1.59894,0.91509,1.30188,0.000427722,0.000427722,0.000427722
83,250.064,1.03205,0.7588,0.97085,0.85372,0.66988,0.75882,0.45639,1.57546,0.93285,1.27336,0.000424187,0.000424187,0.000424187
84,252.819,1.04653,0.81536,0.98466,0.80384,0.68734,0.74992,0.45783,1.59744,0.95992,1.27707,0.000420653,0.000420653,0.000420653
85,255.364,1.02219,0.78066,0.97059,0.76266,0.72293,0.76423,0.46988,1.61564,0.96731,1.27821,0.000417119,0.000417119,0.000417119
86,257.897,1.04961,0.77439,0.98434,0.71087,0.70745,0.7307,0.45528,1.5972,0.92664,1.27829,0.000413584,0.000413584,0.000413584
87,260.472,1.01042,0.76876,0.97774,0.83327,0.67052,0.74151,0.42655,1.59911,0.93991,1.29013,0.00041005,0.00041005,0.00041005
88,251.822,1.05059,0.77395,0.97682,0.76955,0.67671,0.70646,0.42009,1.63231,0.94638,1.32142,0.000406516,0.000406516,0.000406516
89,254.378,1.01998,0.76423,0.97745,0.75335,0.70331,0.70367,0.41492,1.60591,0.93045,1.32554,0.000402982,0.000402982,0.000402982
90,256.777,1.00732,0.73386,0.96647,0.77086,0.72101,0.75187,0.44435,1.6222,0.90978,1.33179,0.000399447,0.000399447,0.000399447
91,259.347,0.98003,0.74948,0.95684,0.84182,0.68457,0.76636,0.44791,1.58402,0.90715,1.31602,0.000395913,0.000395913,0.000395913
92,261.844,0.95737,0.73393,0.96121,0.86293,0.67883,0.7955,0.42232,1.5758,0.91507,1.31229,0.000392379,0.000392379,0.000392379
93,275.743,0.97481,0.74702,0.96302,0.86219,0.7266,0.7929,0.41994,1.57943,0.88826,1.30657,0.000388844,0.000388844,0.000388844
94,267.318,0.99054,0.73553,0.95447,0.88596,0.7663,0.81089,0.46629,1.59704,0.88944,1.32408,0.00038531,0.00038531,0.00038531
95,270.015,0.97146,0.72208,0.95309,0.91165,0.72658,0.80767,0.44559,1.59648,0.914,1.31433,0.000381776,0.000381776,0.000381776
96,272.618,0.9893,0.72255,0.94615,0.7079,0.72788,0.72686,0.4288,1.59161,0.93784,1.31299,0.000378242,0.000378242,0.000378242
97,275.264,0.99586,0.71793,0.96141,0.67462,0.73744,0.71238,0.42532,1.58529,0.96417,1.312,0.000374707,0.000374707,0.000374707
98,277.871,0.9637,0.73452,0.95695,0.72794,0.72707,0.70654,0.40959,1.59343,0.95904,1.32555,0.000371173,0.000371173,0.000371173
99,280.51,0.92736,0.70175,0.9636,0.70266,0.72312,0.70788,0.41767,1.60413,0.97651,1.3088,0.000367639,0.000367639,0.000367639
100,283.089,0.96145,0.71083,0.95401,0.72618,0.77284,0.78876,0.44556,1.58783,0.93306,1.28256,0.000364104,0.000364104,0.000364104
101,285.562,0.93665,0.71337,0.95183,0.83573,0.70841,0.79511,0.45717,1.57519,0.881,1.26905,0.00036057,0.00036057,0.00036057
102,288.224,0.96394,0.71018,0.95131,0.87584,0.66435,0.76458,0.45076,1.59153,0.86177,1.28604,0.000357036,0.000357036,0.000357036
103,291.056,0.95774,0.70623,0.95707,0.84905,0.78235,0.82732,0.45858,1.58532,0.84933,1.29086,0.000353501,0.000353501,0.000353501
104,293.82,0.94486,0.71078,0.95354,0.87415,0.70324,0.79501,0.46327,1.56639,0.87537,1.29017,0.000349967,0.000349967,0.000349967
105,296.389,0.94664,0.6893,0.94906,0.87888,0.68399,0.77381,0.44986,1.56178,0.89778,1.29385,0.000346433,0.000346433,0.000346433
106,298.944,0.97345,0.70851,0.94732,0.87175,0.75856,0.7812,0.4461,1.58697,0.89507,1.30739,0.000342899,0.000342899,0.000342899
107,301.471,1.02525,0.72725,0.96648,0.84623,0.71399,0.75746,0.42667,1.57153,0.88835,1.29667,0.000339364,0.000339364,0.000339364
108,304.091,0.95113,0.70532,0.94982,0.8452,0.73254,0.78972,0.44167,1.57182,0.8768,1.29005,0.00033583,0.00033583,0.00033583
109,306.812,0.93264,0.67457,0.94749,0.81113,0.76895,0.79334,0.44242,1.56794,0.88239,1.28815,0.000332296,0.000332296,0.000332296
110,309.47,0.91167,0.68135,0.94721,0.85584,0.74549,0.80497,0.47149,1.57198,0.89169,1.27906,0.000328761,0.000328761,0.000328761
111,312.118,0.89516,0.67697,0.93897,0.829,0.72153,0.79153,0.44975,1.58407,0.88777,1.28647,0.000325227,0.000325227,0.000325227
112,325.925,0.91197,0.66555,0.92582,0.75367,0.74163,0.79401,0.4364,1.59347,0.86456,1.29416,0.000321693,0.000321693,0.000321693
113,317.466,0.89979,0.67115,0.93989,0.8776,0.70766,0.78983,0.42893,1.57646,0.87269,1.29874,0.000318158,0.000318158,0.000318158
114,320.071,0.92421,0.66657,0.92373,0.87911,0.72239,0.77321,0.40142,1.57157,0.90007,1.29909,0.000314624,0.000314624,0.000314624
115,322.607,0.90029,0.66249,0.93474,0.81471,0.74242,0.7777,0.39233,1.58266,0.92198,1.3049,0.00031109,0.00031109,0.00031109
116,325.263,0.91544,0.66595,0.93128,0.69336,0.8097,0.78572,0.3952,1.5778,0.90958,1.29089,0.000307555,0.000307555,0.000307555
117,327.815,0.90518,0.66938,0.94034,0.72524,0.80139,0.77437,0.41158,1.58413,0.92504,1.27656,0.000304021,0.000304021,0.000304021
118,330.526,0.89813,0.66075,0.91631,0.7921,0.77648,0.78842,0.43533,1.58925,0.91144,1.27177,0.000300487,0.000300487,0.000300487
119,333.344,0.89993,0.65171,0.93656,0.82064,0.76815,0.79583,0.45104,1.56511,0.8799,1.28008,0.000296953,0.000296953,0.000296953
120,335.936,0.87725,0.63008,0.92283,0.83526,0.72781,0.7666,0.44433,1.60472,0.88953,1.32068,0.000293418,0.000293418,0.000293418
121,338.519,0.85266,0.63878,0.92412,0.77265,0.74967,0.75734,0.44631,1.58748,0.86293,1.32374,0.000289884,0.000289884,0.000289884
122,341.13,0.87563,0.6242,0.92438,0.80085,0.69671,0.7573,0.43668,1.56933,0.86852,1.30494,0.00028635,0.00028635,0.00028635
123,343.772,0.89928,0.64878,0.93604,0.68446,0.77409,0.74482,0.42631,1.56783,0.90568,1.29528,0.000282815,0.000282815,0.000282815
124,346.317,0.84799,0.60919,0.91711,0.79964,0.70318,0.72823,0.43376,1.57226,0.88038,1.2927,0.000279281,0.000279281,0.000279281
125,348.914,0.85509,0.62297,0.91145,0.81911,0.70894,0.75765,0.44998,1.59743,0.87351,1.29835,0.000275747,0.000275747,0.000275747
126,351.421,0.84337,0.63268,0.91978,0.7942,0.7147,0.73909,0.46728,1.56581,0.8883,1.28148,0.000272212,0.000272212,0.000272212
127,354.054,0.88303,0.63993,0.91676,0.86878,0.74307,0.80695,0.47831,1.56846,0.85891,1.28693,0.000268678,0.000268678,0.000268678
128,356.722,0.84479,0.62473,0.92488,0.89079,0.7354,0.80317,0.48863,1.58527,0.83595,1.2997,0.000265144,0.000265144,0.000265144
129,359.469,0.87425,0.62798,0.91337,0.90741,0.74599,0.79944,0.48726,1.59919,0.82856,1.31149,0.00026161,0.00026161,0.00026161
130,361.983,0.89643,0.64786,0.93151,0.86823,0.75445,0.80909,0.50551,1.58639,0.83025,1.29286,0.000258075,0.000258075,0.000258075
131,375.867,0.86462,0.61582,0.92208,0.84341,0.7773,0.7928,0.49262,1.54886,0.82325,1.28155,0.000254541,0.000254541,0.000254541
132,367.129,0.85651,0.61631,0.92441,0.84716,0.74724,0.79872,0.46971,1.5821,0.85085,1.29236,0.000251007,0.000251007,0.000251007
133,370.009,0.85088,0.61465,0.91691,0.81742,0.78214,0.79179,0.45951,1.59165,0.85565,1.2964,0.000247472,0.000247472,0.000247472
134,372.808,0.83509,0.61331,0.91928,0.85077,0.72583,0.79187,0.43761,1.56757,0.85412,1.30305,0.000243938,0.000243938,0.000243938
135,375.379,0.83392,0.60544,0.92018,0.86611,0.70382,0.78967,0.42862,1.5357,0.84842,1.28092,0.000240404,0.000240404,0.000240404
136,378.219,0.87493,0.61931,0.91257,0.83991,0.71112,0.80578,0.4533,1.55214,0.84523,1.28549,0.000236869,0.000236869,0.000236869
137,380.931,0.83759,0.6093,0.91565,0.83216,0.74777,0.8141,0.45502,1.57839,0.84899,1.3057,0.000233335,0.000233335,0.000233335
138,383.538,0.8421,0.62222,0.91974,0.84879,0.75575,0.81214,0.44963,1.57483,0.83516,1.29996,0.000229801,0.000229801,0.000229801
139,386.132,0.79851,0.59296,0.90999,0.79466,0.76981,0.78671,0.43769,1.57451,0.83708,1.30798,0.000226267,0.000226267,0.000226267
140,388.851,0.8217,0.58403,0.91182,0.83909,0.76176,0.79481,0.44802,1.56637,0.84106,1.2954,0.000222732,0.000222732,0.000222732
141,391.329,0.84168,0.60982,0.91395,0.88797,0.74827,0.78959,0.44987,1.57566,0.83733,1.29652,0.000219198,0.000219198,0.000219198
142,394.009,0.83608,0.59552,0.91079,0.90062,0.74364,0.80051,0.44703,1.54429,0.81935,1.28164,0.000215664,0.000215664,0.000215664
143,396.831,0.79432,0.57664,0.90657,0.89296,0.75167,0.80208,0.45881,1.54183,0.82497,1.28363,0.000212129,0.000212129,0.000212129
144,400.581,0.82835,0.61219,0.92031,0.88017,0.75788,0.79566,0.45456,1.53128,0.82723,1.28434,0.000208595,0.000208595,0.000208595
145,403.223,0.81298,0.5908,0.90559,0.87264,0.75901,0.79739,0.45983,1.5485,0.85927,1.28585,0.000205061,0.000205061,0.000205061
146,405.875,0.83151,0.59713,0.9066,0.87464,0.75648,0.80745,0.46453,1.52057,0.8672,1.26625,0.000201527,0.000201527,0.000201527
147,408.688,0.80263,0.5778,0.89118,0.8497,0.76749,0.80854,0.4596,1.53387,0.86807,1.28223,0.000197992,0.000197992,0.000197992
148,411.348,0.78233,0.57677,0.89896,0.8502,0.76856,0.81685,0.47326,1.55044,0.85378,1.28743,0.000194458,0.000194458,0.000194458
149,414.075,0.78864,0.57577,0.89672,0.85271,0.75845,0.81767,0.4842,1.55832,0.84651,1.29239,0.000190924,0.000190924,0.000190924
150,416.931,0.78909,0.57633,0.89895,0.88168,0.75548,0.8042,0.4606,1.54147,0.8341,1.28311,0.000187389,0.000187389,0.000187389
151,419.527,0.82325,0.5891,0.90036,0.8451,0.7526,0.78586,0.44433,1.54275,0.83635,1.28871,0.000183855,0.000183855,0.000183855
152,422.047,0.79167,0.57087,0.90601,0.82197,0.75272,0.78938,0.45721,1.57464,0.85725,1.30843,0.000180321,0.000180321,0.000180321
153,436.005,0.78411,0.57412,0.89489,0.83539,0.74838,0.79019,0.44631,1.58429,0.85469,1.31888,0.000176786,0.000176786,0.000176786
154,427.528,0.7886,0.57565,0.89943,0.85403,0.74645,0.78539,0.44733,1.57117,0.83726,1.31391,0.000173252,0.000173252,0.000173252
155,430.156,0.81437,0.59065,0.91318,0.87025,0.75686,0.78634,0.43133,1.54725,0.82698,1.29357,0.000169718,0.000169718,0.000169718
156,432.886,0.81447,0.5777,0.8968,0.85705,0.72664,0.78248,0.43569,1.55157,0.83601,1.29571,0.000166183,0.000166183,0.000166183
157,435.425,0.76202,0.55529,0.89582,0.83746,0.72456,0.78558,0.42398,1.55943,0.84423,1.29849,0.000162649,0.000162649,0.000162649
158,438.074,0.78454,0.56039,0.90758,0.86974,0.73861,0.79335,0.43139,1.57408,0.84093,1.30511,0.000159115,0.000159115,0.000159115
159,440.671,0.76933,0.56667,0.90001,0.87142,0.74523,0.79655,0.44776,1.56753,0.83019,1.29355,0.000155581,0.000155581,0.000155581
160,443.207,0.74451,0.55838,0.87854,0.85595,0.76779,0.80266,0.44762,1.53695,0.82425,1.27859,0.000152046,0.000152046,0.000152046
161,446.052,0.73586,0.55158,0.88196,0.86968,0.75517,0.81567,0.45584,1.53379,0.82834,1.28,0.000148512,0.000148512,0.000148512
162,448.759,0.74544,0.5463,0.89438,0.89602,0.74327,0.8118,0.45885,1.54048,0.82739,1.29287,0.000144978,0.000144978,0.000144978
163,451.569,0.77596,0.56608,0.88702,0.87287,0.77773,0.80617,0.4539,1.54289,0.8085,1.29556,0.000141443,0.000141443,0.000141443
164,454.517,0.74975,0.55337,0.8989,0.89834,0.77437,0.81401,0.4761,1.54926,0.80477,1.3015,0.000137909,0.000137909,0.000137909
165,457.449,0.76167,0.55917,0.90187,0.88584,0.77589,0.81463,0.4783,1.54046,0.79706,1.2869,0.000134375,0.000134375,0.000134375
166,471.269,0.74359,0.55078,0.88853,0.87711,0.77025,0.80762,0.4672,1.54298,0.80556,1.28311,0.000130841,0.000130841,0.000130841
167,462.84,0.78033,0.56682,0.8942,0.88949,0.78741,0.82516,0.48265,1.53423,0.7999,1.27254,0.000127306,0.000127306,0.000127306
168,465.552,0.75269,0.55292,0.89104,0.8827,0.78826,0.81767,0.47448,1.53565,0.79475,1.27704,0.000123772,0.000123772,0.000123772
169,468.224,0.73285,0.53073,0.87913,0.87711,0.7822,0.81493,0.47379,1.54173,0.80434,1.27772,0.000120238,0.000120238,0.000120238
170,471.124,0.7471,0.54654,0.89192,0.85364,0.7682,0.80157,0.45345,1.5507,0.81163,1.28275,0.000116703,0.000116703,0.000116703
171,473.778,0.73604,0.54628,0.88017,0.8582,0.77611,0.80006,0.45288,1.54675,0.80105,1.28532,0.000113169,0.000113169,0.000113169
172,476.562,0.74211,0.54114,0.8807,0.85134,0.77484,0.80054,0.45931,1.54335,0.79954,1.28336,0.000109635,0.000109635,0.000109635
173,479.455,0.70457,0.53664,0.87747,0.84679,0.7794,0.80461,0.45086,1.53553,0.80437,1.27542,0.0001061,0.0001061,0.0001061
174,493.321,0.74315,0.53708,0.88653,0.87815,0.79696,0.81178,0.45802,1.53009,0.79975,1.27615,0.000102566,0.000102566,0.000102566
175,496.027,0.74202,0.54453,0.88279,0.86392,0.77646,0.80437,0.45516,1.52907,0.7946,1.2794,9.90318e-05,9.90318e-05,9.90318e-05
176,498.64,0.75133,0.56277,0.89383,0.88947,0.77041,0.81184,0.46864,1.5362,0.80314,1.28666,9.54975e-05,9.54975e-05,9.54975e-05
177,501.698,0.70633,0.52661,0.87447,0.89732,0.75709,0.80942,0.46581,1.5297,0.80241,1.28659,9.19632e-05,9.19632e-05,9.19632e-05
178,504.693,0.7352,0.54225,0.88698,0.89444,0.75305,0.80797,0.47139,1.53002,0.80794,1.29002,8.84289e-05,8.84289e-05,8.84289e-05
179,496.487,0.71494,0.53849,0.88582,0.89598,0.75271,0.81495,0.48086,1.53916,0.81572,1.29042,8.48946e-05,8.48946e-05,8.48946e-05
180,499.21,0.69897,0.52186,0.87564,0.88557,0.76559,0.81655,0.4787,1.52935,0.81033,1.28281,8.13603e-05,8.13603e-05,8.13603e-05
181,501.863,0.70396,0.52513,0.89111,0.88119,0.76298,0.8062,0.47853,1.53661,0.80432,1.28183,7.7826e-05,7.7826e-05,7.7826e-05
182,504.631,0.70002,0.52123,0.86976,0.89018,0.7768,0.82575,0.4919,1.53663,0.80245,1.28006,7.42917e-05,7.42917e-05,7.42917e-05
183,507.314,0.72085,0.53624,0.88582,0.89694,0.74846,0.81168,0.4784,1.54458,0.80309,1.28627,7.07574e-05,7.07574e-05,7.07574e-05
184,521.22,0.71,0.52864,0.87668,0.90026,0.76385,0.82292,0.48816,1.55684,0.80755,1.28871,6.72231e-05,6.72231e-05,6.72231e-05
185,512.785,0.71573,0.53199,0.87458,0.89751,0.76109,0.82305,0.47477,1.56388,0.81164,1.29448,6.36888e-05,6.36888e-05,6.36888e-05
186,515.516,0.70849,0.5201,0.88625,0.87878,0.7395,0.81595,0.46697,1.55669,0.81049,1.29254,6.01545e-05,6.01545e-05,6.01545e-05
187,518.624,0.7363,0.53939,0.87962,0.84836,0.76465,0.80997,0.46528,1.54401,0.80322,1.288,5.66202e-05,5.66202e-05,5.66202e-05
188,521.328,0.71333,0.53016,0.86884,0.84239,0.76091,0.81074,0.46572,1.53663,0.81232,1.28629,5.30859e-05,5.30859e-05,5.30859e-05
189,523.978,0.7043,0.51579,0.87922,0.84654,0.77057,0.81096,0.46792,1.54331,0.818,1.2892,4.95516e-05,4.95516e-05,4.95516e-05
190,526.666,0.72284,0.54019,0.87685,0.84399,0.77689,0.80407,0.46171,1.54467,0.81481,1.29115,4.60173e-05,4.60173e-05,4.60173e-05
191,531.388,0.68225,0.51219,0.87441,0.89091,0.73667,0.80263,0.46396,1.55563,0.81516,1.30346,4.2483e-05,4.2483e-05,4.2483e-05
192,534.027,0.70667,0.51449,0.8737,0.86639,0.74735,0.80389,0.46274,1.56697,0.80964,1.31093,3.89487e-05,3.89487e-05,3.89487e-05
193,536.621,0.69938,0.50603,0.87343,0.85098,0.75506,0.8037,0.46354,1.56975,0.80639,1.31592,3.54144e-05,3.54144e-05,3.54144e-05
194,539.237,0.67868,0.50991,0.86547,0.83595,0.76304,0.80003,0.46407,1.57784,0.81469,1.32319,3.18801e-05,3.18801e-05,3.18801e-05
195,541.846,0.65114,0.49134,0.86664,0.83627,0.75948,0.79964,0.46374,1.57841,0.81468,1.32585,2.83458e-05,2.83458e-05,2.83458e-05
196,544.468,0.68722,0.50071,0.88056,0.83498,0.7594,0.80014,0.46135,1.5767,0.81172,1.32344,2.48115e-05,2.48115e-05,2.48115e-05
197,558.486,0.63837,0.49084,0.86495,0.83828,0.7527,0.80019,0.45596,1.57397,0.80715,1.32085,2.12772e-05,2.12772e-05,2.12772e-05
198,561.18,0.64367,0.49741,0.85813,0.88128,0.72277,0.8007,0.45139,1.57422,0.8142,1.32317,1.77429e-05,1.77429e-05,1.77429e-05
199,563.858,0.67274,0.50248,0.86255,0.84269,0.74661,0.79814,0.4504,1.57252,0.81273,1.32171,1.42086e-05,1.42086e-05,1.42086e-05
200,566.838,0.6233,0.47103,0.84858,0.87885,0.72727,0.80042,0.44891,1.57287,0.8118,1.32039,1.06743e-05,1.06743e-05,1.06743e-05
